ID,SFR,2MASS_ID,NAME,PI,EPI,FL_PI,DPC,EDPC_H,EDPC_L,FL_MULT,SEP,SED,SPT,REF_SPT,FL_Teff,logTeff,elogTeff,REF_Teff,logLs_in,d_in,elogLs_in,FL_logLs,logLs,elogLs_H,elogLs_L,REF_Ls,FL_logMs,logMs,elogMs_H,elogMs_L,FL_logt,logt,elogt_H,elogt_L,nu_B7,FL_B7,F_B7,eF_B7,LIM_B7,REF_B7,nu_B6,FL_B6,F_B6,eF_B6,LIM_B6,REF_B6,nu_B3,FL_B3,F_B3,eF_B3,LIM_B3,REF_B3,FL_A67,A67,eA67_hi,eA67_lo,LIM_A67,FL_A36,A36,eA36_hi,eA36_lo,LIM_A36,FL_R7,R7,eR7_hi,eR7_lo,LIM_R7,REF_R7,FL_R6,R6,eR6_hi,eR6_lo,LIM_R6,REF_R6,FL_Mgas,Mgas,FL_RCO,R_CO,eR_CO
275,Lup,J15445789-3423392,J15445789,6.54,0.14,GaiaDR2,152.1,4.5,3.5,U,-1,II,M5,Alcala17,0,3.495,0.010,Alcala17,-1.796,150.0,0.109,9,-1.400,0.114,0.108,Alcala17,0,-0.829,0.098,0.087,0,6.67,0.22,0.16,335.0,1,-0.05,0.18,0.54,Ansdell16,225.7,1,0.12,0.09,0.39,Ansdell18,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,none,,,,,,,1,0.20,,,
276,Lup,J15450634-3417378,J15450634,6.50,0.44,avg,152.8,13.5,8.3,U,-1,II,?,none,-1,,,none,,,,-1,,,,none,9,,,,,,,,335.0,0,15.10,0.60,0.00,Andrews18,225.7,0,6.18,0.15,0.00,Ansdell18,0.0,-1,0.00,0.00,0.00,none,0,2.26,0.38,0.38,0.00,-1,0.00,0.00,0.00,0.00,0,1.07,0.12,0.21,1.29,Andrews18,,,,,,,0,0.03,,,
277,Lup,J15450887-3417333,J15450887,6.45,0.20,GaiaDR2,153.8,6.5,4.3,U,-1,II,M5.5,Alcala17,0,3.486,0.010,Alcala17,-1.240,150.0,0.107,0,-1.214,0.112,0.109,Alcala17,0,-0.906,0.106,0.074,0,6.37,0.15,0.27,335.0,0,47.70,0.70,0.00,Andrews18,225.7,0,20.70,0.18,0.00,Ansdell18,0.0,-1,0.00,0.00,0.00,none,0,2.11,0.36,0.36,0.00,-1,0.00,0.00,0.00,0.00,0,1.35,0.07,0.04,1.46,Andrews18,,,,,,,0,0.81,,,
,Lup,J15451286-3417305,HT_Lup,6.49,0.06,GaiaDR2,153.5,2.9,2.6,HJ,2.82,II,,,,,,,,,,,,,,,,,,,,,,,0.0,-1,-1.00,-1.00,-1.00,none,239.0,0,79.89,0.03,0.00,Kurtovic18,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,
,Lup,J15451286-3417305,HT_Lup_AB,6.49,0.06,GaiaDR2,153.5,2.9,2.6,HJB,0.161,II,,,,,,,,,,,,,,,,,,,,,,,0.0,-1,-1.00,-1.00,-1.00,none,239.0,0,76.92,0.02,0.00,Kurtovic18,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,,0,0.71,,,
278,Lup,J15451286-3417305,HT_Lup_A,6.49,0.06,GaiaDR2,153.5,2.9,2.6,B,0,II,K2,Alcala17,0,3.690,0.020,Alcala17,0.710,150.0,0.093,0,0.721,0.103,0.085,Alcala17,0,0.249,0.041,0.144,0,5.88,0.24,0.25,335.0,0,150.37,0.46,0.00,Ansdell16,239.0,0,73.58,0.02,0.00,Kurtovic18,0.0,-1,0.00,0.00,0.00,none,0,2.12,0.42,0.42,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,none,0,1.254,0.100,0.100,0,dsharp,,,0,0.45,0.04
,Lup,J15451286-3417305,HT_Lup_B,6.49,0.06,GaiaDR2,153.5,2.9,2.6,B,0,II,,,,,,,,,,,,,,,,,,,,,,,0.0,-1,-1.00,-1.00,-1.00,none,239.0,0,3.34,0.02,0.00,Kurtovic18,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,0,0.730,0.200,0.200,0,dsharp,,,,,
,Lup,J15451286-3417305,HT_Lup_C,6.49,0.06,GaiaDR2,153.5,2.9,2.6,HC,0,II,,,,,,,,,,,,,,,,,,,,,,,0.0,-1,-1.00,-1.00,-1.00,none,239.0,0,2.97,0.02,0.00,Kurtovic18,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,0,1.000,0.200,0.200,0,dsharp,,,,,
279,Lup,J15451741-3418283,HW_Lup,6.47,0.08,GaiaDR2,153.9,3.2,2.8,U,-1,II,M4.5,Alcala17,0,3.505,0.010,Alcala17,-1.056,150.0,0.101,0,-1.028,0.097,0.107,Alcala17,0,-0.715,0.083,0.103,0,6.35,0.22,0.17,335.0,0,16.90,0.60,0.00,Andrews18,225.7,0,8.05,0.15,0.00,Ansdell18,0.0,-1,0.00,0.00,0.00,none,0,1.88,0.37,0.37,0.00,-1,0.00,0.00,0.00,0.00,0,1.13,0.15,0.08,1.38,Andrews18,,,,,,,0,0.04,,,
280,Lup,J15464473-3430354,GW_Lup,6.42,0.06,GaiaDR2,155.3,2.7,2.9,U,-1,II,M1.5,Alcala17,0,3.560,0.019,Alcala17,-0.510,150.0,0.100,0,-0.477,0.097,0.105,Alcala17,0,-0.352,0.115,0.136,0,6.26,0.32,0.26,335.0,0,188.20,1.80,0.00,Andrews18,225.7,0,69.15,0.31,0.00,Ansdell18,0.0,-1,0.00,0.00,0.00,none,0,2.54,0.36,0.36,0.00,-1,0.00,0.00,0.00,0.00,0,2.03,0.01,0.01,2.05,Andrews18,0,1.775,0.100,0.100,0,dsharp,0,0.10,0,1.45,0.36
281,Lup,J15475062-3528353,HM_Lup,6.42,0.05,GaiaDR2,155.1,2.9,2.5,U,-1,II,M2,Alcala17,0,3.552,0.020,Alcala17,-0.599,150.0,0.100,0,-0.567,0.098,0.104,Alcala17,0,-0.384,0.116,0.168,0,6.29,0.35,0.26,335.0,0,14.30,1.20,0.00,Andrews18,225.7,0,5.54,0.11,0.00,Ansdell18,0.0,-1,0.00,0.00,0.00,none,0,2.40,0.41,0.43,0.00,-1,0.00,0.00,0.00,0.00,0,1.18,0.34,0.07,1.94,Andrews18,,,,,,,1,0.21,,,
282,Lup,J15475693-3514346,Sz_73,6.38,0.05,GaiaDR2,156.2,2.8,2.8,U,-1,II,K7,Alcala17,0,3.610,0.019,Alcala17,-0.378,150.0,0.100,0,-0.339,0.098,0.105,Alcala17,0,-0.052,0.011,0.160,0,6.62,0.24,0.29,335.0,0,32.90,1.10,0.00,Andrews18,225.7,0,10.84,0.18,0.00,Ansdell18,0.0,-1,0.00,0.00,0.00,none,0,2.81,0.37,0.37,0.00,-1,0.00,0.00,0.00,0.00,0,1.72,0.05,0.04,1.82,Andrews18,,,,,,,1,0.32,0,0.69,0.06
283,Lup,J15480523-3515526,HN_Lup_AB,6.61,0.12,avg,150.7,3.8,3.3,J,0.24,II,,,,,,,,,,,,,,,,,,,,,,,335.0,0,30.01,0.27,0.00,Ansdell16,225.7,0,11.51,0.34,0.00,Ansdell18,0.0,-1,0.00,0.00,0.00,none,0,2.43,0.37,0.37,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,none,,,,,,,1,0.22,-1,0.00,0.00
,Lup,J15480523-3515526,HN_Lup_A,6.61,0.12,avg,150.7,3.8,3.3,B,0,II,M3.5,Alcala17,0,3.524,0.010,Alcala17,0.018,150.0,0.100,0,0.027,0.099,0.107,Alcala17,0,-0.598,0.069,0.035,0,4.78,0.43,0.00,335.0,0,20.94,0.27,0.00,Ansdell16,225.7,0,8.20,0.30,0.00,Ansdell18,0.0,-1,0.00,0.00,0.00,none,0,2.37,0.37,0.37,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,
,Lup,J15480523-3515526,HN_Lup_B,6.61,0.12,avg,150.7,3.8,3.3,B,0,II,,,,,,,,,,,,,,,,,,,,,,,335.0,0,9.07,0.27,0.00,me,225.7,0,3.31,0.32,0.00,Ansdell18,0.0,-1,0.00,0.00,0.00,none,0,2.55,0.45,0.43,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,
284,Lup,J15491210-3539051,GQ_Lup,6.59,0.05,GaiaDR2,151.3,2.4,2.7,J,0.7,II,K6,Alcala17,0,3.624,0.020,Alcala17,0.160,150.0,0.094,0,0.169,0.093,0.096,Alcala17,0,-0.115,0.105,0.105,0,5.93,0.27,0.24,338.2,0,76.00,0.10,0.00,Andrews18,225.7,0,34.10,0.20,0.00,Ansdell18,0.0,-1,0.00,0.00,0.00,none,0,1.98,0.35,0.35,0.00,-1,0.00,0.00,0.00,0.00,0,1.46,0.01,0.01,1.48,Andrews18,,,,,,,0,1.20,0,1.29,0.14
285,Lup,J15493074-3549514,Sz_76,6.27,0.05,GaiaDR2,158.7,3.1,2.6,U,-1,II,M4,Alcala17,0,3.515,0.010,Alcala17,-0.800,150.0,0.096,0,-0.755,0.102,0.092,Alcala17,0,-0.654,0.084,0.094,0,6.13,0.17,0.29,0.0,-1,0.00,0.00,0.00,none,225.7,0,4.70,0.30,0.00,Ansdell18,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,none,,,,,,,0,0.40,0,1.09,0.04
,Lup,J15514695-3556440,Sz_77_AB,6.46,0.05,GaiaDR2,154.3,2.6,2.8,J,2.7,II,,,,,,,,,,,,,,,,,,,,,,,0.0,-1,0.00,0.00,0.00,none,225.7,0,1.90,0.10,0.00,Ansdell18,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,
286,Lup,J15514695-3556440,Sz_77_A,6.46,0.05,GaiaDR2,154.3,2.6,2.8,B,0,II,K7,Alcala17,0,3.609,0.020,Alcala17,-0.260,150.0,0.096,0,-0.237,0.098,0.096,Alcala17,0,-0.120,0.083,0.114,0,6.43,0.26,0.29,0.0,-1,0.00,0.00,0.00,none,225.7,0,1.90,0.10,0.00,Ansdell18,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,none,,,,,,,,,-1,0.00,0.00
,Lup,J15514695-3556440,Sz_77_B,6.46,0.05,GaiaDR2,154.3,2.6,2.8,B,0,II,,,,,,,,,,,,,,,,,,,,,,,0.0,-1,0.00,0.00,0.00,none,225.7,1,-1.00,-1.00,0.30,Ansdell18,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,
,Lup,J15555030-3801329,Sz_81_AB,6.26,0.06,GaiaDR2,159.0,3.2,2.7,J,1.8,II,,,,,,,,,,,,,,,,,,,,,,,335.0,0,9.46,0.18,0.00,Ansdell16,225.7,0,4.24,0.11,0.00,Ansdell18,0.0,-1,0.00,0.00,0.00,none,0,2.03,0.37,0.37,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,,1,0.35,,,
287,Lup,J15555030-3801329,Sz_81_A,6.26,0.06,GaiaDR2,159.0,3.2,2.7,B,-1,II,M4.5,Alcala17,0,3.505,0.010,Alcala17,-0.650,150.0,0.107,0,-0.604,0.112,0.104,Alcala17,0,-0.734,0.063,0.063,0,5.92,0.03,0.66,335.0,0,9.46,0.18,0.00,Ansdell16,225.7,0,4.24,0.11,0.00,Ansdell18,0.0,-1,0.00,0.00,0.00,none,0,2.03,0.37,0.37,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,none,,,,,,,,,-1,0.00,0.00
,Lup,J15555030-3801329,Sz_81_B,6.26,0.06,GaiaDR2,159.1,3.1,2.8,B,-1,II,M5.5,Alcala17,0,3.486,0.010,Alcala17,-0.960,150.0,0.126,0,-0.901,0.121,0.134,Alcala17,0,-0.849,0.068,0.057,0,6.03,0.20,0.23,335.0,1,3.29,0.18,0.00,me,225.7,0,1.45,0.10,0.00,Ansdell18,0.0,-1,0.00,0.00,0.00,none,2,-1.00,0.00,0.00,-inf,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,none,,,,,,,,,-1,0.00,0.00
288,Lup,J15560210-3655282,J15560210,6.33,0.04,GaiaDR2,157.4,2.7,2.7,U,-1,II,M1,Alcala17,0,3.569,0.020,Alcala17,-0.630,150.0,0.093,0,-0.595,0.100,0.087,Alcala17,0,-0.307,0.136,0.105,0,6.57,0.29,0.29,0.0,-1,0.00,0.00,0.00,none,225.7,0,23.50,0.20,0.00,Ansdell18,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,none,,,,,,,0,0.40,0,0.73,0.02
289,Lup,J15560921-3756057,IM_Lup,6.31,0.05,GaiaDR2,157.8,2.9,2.6,U,-1,II,K5,Alcala17,0,3.640,0.020,Alcala17,0.367,150.0,0.097,0,0.407,0.103,0.093,Alcala17,0,-0.055,0.104,0.124,0,5.70,0.31,0.22,343.0,0,577.80,9.80,0.00,Andrews18,225.7,0,205.00,6.00,0.00,Ansdell18,0.0,-1,0.00,0.00,0.00,none,0,2.48,0.35,0.35,0.00,-1,0.00,0.00,0.00,0.00,0,2.41,0.01,0.01,2.43,Andrews18,0,2.190,0.100,0.100,0,dsharp,0,11.00,0,2.59,0.56
290,Lup,J15564230-3749154,RU_Lup,6.27,0.07,GaiaDR2,158.9,3.2,3.0,U,-1,II,K7,Alcala17,0,3.610,0.018,Alcala17,0.118,150.0,0.100,0,0.180,0.089,0.114,Alcala17,0,-0.177,0.086,0.118,0,5.74,0.30,0.18,335.0,0,435.10,1.30,0.00,Andrews18,225.7,0,166.90,0.34,0.00,Ansdell18,0.0,-1,0.00,0.00,0.00,none,0,2.43,0.36,0.36,0.00,-1,0.00,0.00,0.00,0.00,0,1.75,0.01,0.01,1.77,Andrews18,0,1.621,0.100,0.100,0,dsharp,0,1.59,-1,0.00,0.00
291,Lup,J15580252-3736026,Sz_84,6.55,0.10,GaiaDR2,152.2,3.4,3.2,U,-1,II,M5,Alcala17,0,3.495,0.010,Alcala17,-0.914,150.0,0.100,0,-0.892,0.091,0.111,Alcala17,0,-0.817,0.096,0.043,0,6.14,0.13,0.30,335.0,0,33.30,0.70,0.00,Andrews18,225.7,0,12.63,0.21,0.00,Ansdell18,0.0,-1,0.00,0.00,0.00,none,0,2.45,0.36,0.37,0.00,-1,0.00,0.00,0.00,0.00,0,1.66,0.04,0.02,1.73,Andrews18,,,,,,,0,0.12,0,0.97,0.12
292,Lup,J15591647-4157102,Sz_129,6.19,0.05,GaiaDR2,160.9,3.0,2.8,U,-1,II,K7,Alcala17,0,3.610,0.018,Alcala17,-0.430,150.0,0.094,0,-0.375,0.101,0.088,Alcala17,0,-0.064,0.021,0.138,0,6.63,0.26,0.24,335.0,0,179.50,1.00,0.00,Andrews18,225.7,0,75.90,0.30,0.00,Ansdell18,0.0,-1,0.00,0.00,0.00,none,0,2.18,0.36,0.36,0.00,-1,0.00,0.00,0.00,0.00,0,1.82,0.01,0.01,1.84,Andrews18,0,1.684,0.100,0.100,0,dsharp,0,0.05,0,0.93,0.08
293,Lup,J15592523-4235066,J15592523,6.79,0.10,GaiaDR2,146.4,3.5,2.6,U,-1,II,M5,Alcala17,0,3.495,0.010,Alcala17,-0.710,150.0,0.010,0,-0.729,0.021,0.021,Alcala17,0,-0.774,0.055,0.011,0,5.79,0.25,0.03,335.0,1,-0.03,0.19,0.57,Ansdell16,225.7,0,0.54,0.09,0.00,Ansdell18,0.0,-1,0.00,0.00,0.00,none,2,-1.00,0.00,0.00,0.14,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,Andrews18,,,,,,,1,0.20,-1,0.00,0.00
294,Lup,J15592838-4021513,RY_Lup,6.29,0.07,GaiaDR2,158.4,3.2,3.0,U,-1,II,K2,Alcala17,0,3.692,0.017,Alcala17,0.220,150.0,0.093,0,0.270,0.093,0.097,Alcala17,0,0.160,0.023,0.059,0,6.50,0.19,0.26,335.0,0,281.60,1.60,0.00,Andrews18,225.7,0,86.11,0.68,0.00,Ansdell18,0.0,-1,0.00,0.00,0.00,none,0,3.00,0.36,0.36,0.00,-1,0.00,0.00,0.00,0.00,0,2.10,0.01,0.01,2.11,Andrews18,,,,,,,0,1.68,0,1.67,0.42
295,Lup,J16000060-4221567,J16000060,6.20,0.08,GaiaDR2,160.9,3.1,3.5,U,-1,II,M4.5,Alcala17,0,3.506,0.010,Alcala17,-1.060,150.0,0.104,0,-0.999,0.105,0.107,Alcala17,0,-0.714,0.086,0.096,0,6.31,0.22,0.17,335.0,0,3.80,0.60,0.00,Andrews18,225.7,0,0.97,0.09,0.00,Ansdell18,0.0,-1,0.00,0.00,0.00,none,0,3.46,0.57,0.61,0.00,-1,0.00,0.00,0.00,0.00,0,1.53,0.15,0.16,2.00,Andrews18,,,,,,,1,0.22,-1,0.00,0.00
296,Lup,J16000236-4222145,J16000236,6.09,0.08,GaiaDR2,163.9,3.1,3.7,U,-1,II,M4,Alcala17,0,3.514,0.010,Alcala17,-0.830,150.0,0.098,0,-0.761,0.106,0.094,Alcala17,0,-0.661,0.084,0.094,0,6.12,0.17,0.31,335.0,0,120.60,1.70,0.00,Andrews18,225.7,0,49.96,0.38,0.00,Ansdell18,0.0,-1,0.00,0.00,0.00,none,0,2.23,0.36,0.36,0.00,-1,0.00,0.00,0.00,0.00,0,2.07,0.01,0.01,2.09,Andrews18,,,,,,,0,0.15,0,1.77,0.30
297,Lup,J16002612-4153553,J16002612,6.09,0.10,GaiaDR2,163.5,4.0,3.6,U,-1,II,M5.5,Alcala17,0,3.486,0.010,Alcala17,-1.180,150.0,0.131,0,-1.109,0.138,0.128,Alcala17,0,-0.891,0.094,0.063,0,6.30,0.12,0.36,335.0,0,1.20,0.19,0.00,Ansdell16,225.7,0,0.42,0.09,0.00,Ansdell18,0.0,-1,0.00,0.00,0.00,none,0,2.66,0.81,0.75,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,none,,,,,,,1,0.21,-1,0.00,0.00
298,Lup,J16003103-4143369,Sz_130,6.24,0.04,GaiaDR2,159.7,2.8,2.8,U,-1,II,M2,Alcala17,0,3.553,0.018,Alcala17,-0.796,150.0,0.100,0,-0.747,0.106,0.096,Alcala17,0,-0.376,0.115,0.125,0,6.63,0.28,0.31,335.0,0,5.80,0.70,0.00,Andrews18,225.7,0,1.97,0.18,0.00,Ansdell18,0.0,-1,0.00,0.00,0.00,none,0,2.73,0.52,0.54,0.00,-1,0.00,0.00,0.00,0.00,0,1.30,0.21,0.20,1.92,Andrews18,,,,,,,0,0.04,-1,0.00,0.00
299,Lup,J16004452-4155310,MY_Lup,6.39,0.05,GaiaDR2,155.7,3.0,2.4,U,-1,II,K0,Alcala17,0,3.708,0.020,Alcala17,-0.110,150.0,0.093,9,0.600,0.091,0.098,Alcala17,0,0.261,0.023,0.090,0,6.16,0.28,0.22,335.0,0,176.80,1.00,0.00,Andrews18,225.7,0,67.11,0.28,0.00,Ansdell18,0.0,-1,0.00,0.00,0.00,none,0,2.45,0.36,0.36,0.00,-1,0.00,0.00,0.00,0.00,0,1.91,0.01,0.01,1.92,Andrews18,0,1.741,0.100,0.100,0,dsharp,0,0.09,0,1.29,0.26
300,Lup,J16004943-4130038,Sz_131,6.24,0.05,GaiaDR2,159.5,3.1,2.6,U,-1,II,M3,Alcala17,0,3.534,0.010,Alcala17,-0.880,150.0,0.096,0,-0.830,0.102,0.094,Alcala17,0,-0.476,0.044,0.100,0,6.46,0.21,0.18,335.0,0,9.10,0.60,0.00,Andrews18,225.7,0,3.37,0.14,0.00,Ansdell18,0.0,-1,0.00,0.00,0.00,none,0,2.52,0.41,0.41,0.00,-1,0.00,0.00,0.00,0.00,0,1.36,0.19,0.08,1.70,Andrews18,,,,,,,1,0.21,-1,0.00,0.00
301,Lup,J16011549-4152351,J16011549,5.83,0.57,avg,171.4,22.4,13.4,U,-1,II,?,none,-1,,,none,,,,-1,,,,none,9,,,,,,,,335.0,0,94.50,3.10,0.00,Andrews18,225.7,0,21.76,0.28,0.00,Ansdell18,0.0,-1,0.00,0.00,0.00,none,9,3.72,0.37,0.37,0.00,-1,0.00,0.00,0.00,0.00,0,2.25,0.07,0.05,2.37,Andrews18,,,,,,,0,2.49,-1,0.00,0.00
302,Lup,J16030548-4018254,EX_Lup,6.34,0.04,GaiaDR2,157.2,2.7,2.7,U,-1,II,M0,Alcala17,0,3.585,0.020,Alcala17,0.090,200.0,0.094,0,-0.120,0.096,0.095,Alcala17,0,-0.266,0.105,0.126,0,5.95,0.31,0.21,0.0,-1,0.00,0.00,0.00,none,225.7,0,19.50,0.30,0.00,Ansdell18,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,Andrews18,,,,,,,0,1.10,0,0.89,0.06
303,Lup,J16032939-4140018,Sz_133,6.53,0.57,GaiaDR2,151.4,18.9,9.3,U,-1,II,K5,Alcala17,0,3.638,0.020,Alcala17,-1.150,150.0,0.099,9,-0.200,0.140,0.113,Alcala17,0,0.004,0.022,0.111,0,6.62,0.28,0.31,335.0,0,72.00,1.10,0.00,Andrews18,225.7,0,27.02,0.24,0.00,Ansdell18,0.0,-1,0.00,0.00,0.00,none,0,2.48,0.36,0.36,0.00,-1,0.00,0.00,0.00,0.00,0,2.01,0.05,0.04,2.09,Andrews18,,,,,,,0,0.08,0,1.59,0.44
,Lup,J16070061-3902194,Sz_88_AB,6.30,0.05,GaiaDR2,158.0,4.0,4.0,J,1.49,II,,,,,,,,,,,,,,,,,,,,,,,335.0,0,8.94,0.30,0.00,Ansdell16,225.7,0,3.72,0.11,0.00,Ansdell18,0.0,-1,0.00,0.00,0.00,none,0,2.22,0.38,0.38,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,
304,Lup,J16070061-3902194,Sz_88_A,6.31,0.05,GaiaDR2,157.8,3.0,2.6,B,0,II,M0,Alcala17,0,3.585,0.020,Alcala17,-0.312,200.0,0.100,0,-0.519,0.103,0.099,Alcala17,0,-0.199,0.085,0.128,0,6.59,0.31,0.25,335.0,0,8.94,0.30,0.00,Ansdell16,225.7,0,3.72,0.11,0.00,Ansdell18,0.0,-1,0.00,0.00,0.00,none,0,2.22,0.38,0.38,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,none,,,,,,,1,0.40,-1,0.00,0.00
305,Lup,J16070061-3902194,Sz_88_B,6.29,0.11,GaiaDR2,158.2,4.1,3.4,B,0,II,M4.5,Alcala17,0,3.505,0.010,Alcala17,-0.928,200.0,0.099,0,-1.128,0.100,0.103,Alcala17,0,-0.715,0.084,0.095,0,6.50,0.20,0.20,335.0,1,-0.20,0.19,0.57,Ansdell16,225.7,1,0.12,0.10,0.42,Ansdell18,0.0,-1,0.00,0.00,0.00,none,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,none,,,,,,,1,0.34,-1,0.00,0.00
,Lup,J16070384-3911113,J16070384_AB,6.30,0.34,avg,157.8,10.7,7.3,J,2.84,II,,,,,,,,,,,,,,,,,,,,,,,335.0,0,4.35,0.31,0.00,me,225.7,0,1.36,0.29,0.00,Ansdell18,0.0,-1,0.00,0.00,0.00,none,0,2.94,0.74,0.63,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,
306,Lup,J16070384-3911113,J16070384_A,6.30,0.34,avg,157.8,10.7,7.3,B,0,II,M4.5,Alcala17,0,3.506,0.010,Alcala17,-2.319,200.0,0.118,9,-1.200,0.129,0.125,Alcala17,0,-0.706,0.083,0.094,0,6.56,0.27,0.19,335.0,0,3.20,2.00,0.00,Andrews18,225.7,0,0.98,0.29,0.00,Ansdell18,0.0,-1,0.00,0.00,0.00,none,0,3.00,1.57,2.36,0.00,-1,0.00,0.00,0.00,0.00,0,1.86,0.86,0.16,2.92,Andrews18,,,,,,,0,0.84,-1,0.00,0.00
,Lup,J16070384-3911113,J16070384_B,6.30,0.34,avg,157.8,10.7,7.3,B,0,II,,,,,,,,,,,,,,,,,,,,,,,335.0,0,1.15,0.31,0.00,me,225.7,0,0.38,0.10,0.00,Ansdell18,0.0,-1,0.00,0.00,0.00,none,0,2.80,1.05,1.06,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,
307,Lup,J16070854-3914075,J16070854,5.69,0.42,GaiaDR2,174.0,17.5,9.8,U,-1,II,M5,Alcala17,0,3.506,0.010,Alcala17,-1.971,200.0,0.126,9,-1.200,0.153,0.133,Alcala17,0,-0.707,0.083,0.094,0,6.57,0.29,0.20,335.0,0,91.30,1.50,0.00,Andrews18,225.7,0,34.77,0.54,0.00,Ansdell18,0.0,-1,0.00,0.00,0.00,none,0,2.44,0.37,0.36,0.00,-1,0.00,0.00,0.00,0.00,0,2.20,0.04,0.03,2.27,Andrews18,,,,,,,0,0.21,-1,0.00,0.00
308,Lup,J16071007-3911033,Sz_90,6.23,0.05,GaiaDR2,160.0,2.7,3.0,U,-1,II,K7,Alcala17,0,3.609,0.020,Alcala17,-0.180,200.0,0.093,0,-0.373,0.092,0.096,Alcala17,0,-0.054,0.010,0.168,0,6.66,0.23,0.31,335.0,0,23.00,0.60,0.00,Andrews18,225.7,0,8.74,0.16,0.00,Ansdell18,0.0,-1,0.00,0.00,0.00,none,0,2.45,0.37,0.37,0.00,-1,0.00,0.00,0.00,0.00,0,1.39,0.09,0.03,1.53,Andrews18,,,,,,,0,0.06,-1,0.00,0.00
309,Lup,J16071159-3903475,Sz_91,6.29,0.07,GaiaDR2,157.8,3.7,2.5,W,8.7,II,M1,Alcala17,0,3.571,0.017,Alcala17,-0.507,200.0,0.100,0,-0.712,0.103,0.099,Alcala17,0,-0.268,0.096,0.106,0,6.79,0.26,0.28,349.0,0,46.10,0.20,0.00,Andrews18,225.7,0,9.52,0.44,0.00,Ansdell18,0.0,-1,0.00,0.00,0.00,none,0,3.62,0.35,0.34,0.00,-1,0.00,0.00,0.00,0.00,0,2.03,0.01,0.01,2.04,Andrews18,,,,,,,0,1.30,0,2.25,0.40
,Lup,J16073773-3921388,J16073773_AB,5.73,0.16,GaiaDR2,173.6,6.4,5.1,J,1.72,II,,,,,,,,,,,,,,,,,,,,,,,0.0,-1,0.00,0.00,0.00,none,225.7,0,1.00,0.10,0.00,Ansdell18,,,,,,,-1,0.00,0.00,0.00,0.00,-1,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,
